"","n.sites","n.biallelic.sites","n.gaps","n.unknowns","n.valid.sites","n.polyallelic.sites","trans.transv.ratio","nuc.diversity.within_Total","hap.diversity.within_Total","Tajima.D_Total","nuc.diversity.within_Landrace","nuc.diversity.within_Wild","hap.diversity.within_Landrace","hap.diversity.within_Wild","Tajima.D_Cultivar","Tajima.D_Landrace","Tajima.D_Wild","HOG","nuc.diversity.within_Cultivar","hap.diversity.within_Cultivar"
"463",2765,90,1283,0,1481,1,1.64705882352941,5.97557666214383,0.866123925825418,-2.33623766936309,4.80788177339902,10.3076923076923,0.810344827586207,0.961538461538462,-1.93915646650722,-1.34745894678113,-1.67088121993456,"N0.HOG0000566",3.84189723320158,0.679841897233202
"464",4662,77,619,0,4042,1,1.6551724137931,25.1334237901402,0.837177747625509,1.89843444170885,21.0788177339901,26.8205128205128,0.692118226600985,0.987179487179487,2.48477409147895,1.90189307641515,0.931995277595705,"N0.HOG0000567",24.7667984189723,0.794466403162055
"465",2793,19,2016,0,777,0,2.16666666666667,2.61058344640434,0.759384893713252,-1.0431870133403,1.98029556650246,3.69230769230769,0.5935960591133,0.833333333333333,-0.108783960914493,-1.33631468020439,-0.488487343734383,"N0.HOG0000568",2.09486166007905,0.660079051383399
"466",3252,65,1111,0,2141,0,1.16666666666667,19.363184079602,0.882406151062867,1.4246020798345,19.1773399014778,8.87179487179487,0.810344827586207,0.974358974358974,3.14484894562161,1.89800833536876,-2.15633628085366,"N0.HOG0000569",22.5217391304348,0.83399209486166
"467",1935,52,1521,0,412,2,0.793103448275862,8.95612844866576,0.719131614654003,-0.592218647479401,5.5615763546798,19.1282051282051,0.684729064039409,0.897435897435897,1.67000772439799,2.69557927421156,0.634649551803572,"N0.HOG0000570",4.43478260869565,0.403162055335968
"468",3909,16,2709,0,1200,0,1,2.26594301221167,0.580732700135685,-0.957992503228743,1.79310344827586,3.61538461538462,0.416256157635468,0.91025641025641,0.301122954259248,0.0177983535386263,-0.824149879310975,"N0.HOG0000571",1.20158102766798,0.300395256916996
"469",5715,59,3625,0,2090,0,2.27777777777778,3.18407960199005,0.788331071913161,-2.49194745734173,1.52216748768473,9.17948717948718,0.697044334975369,0.974358974358974,-1.47062611119828,-1.28353965755929,-1.70063179175212,"N0.HOG0000572",1.699604743083,0.743083003952569
"470",4842,164,4191,0,647,4,1.44776119402985,79.4608774310267,0.579375848032564,4.56790253197034,78.384236453202,81.4871794871795,0.502463054187192,0.833333333333333,2.55551586014829,3.77275625351524,2.48332848286163,"N0.HOG0000573",69.0592885375494,0.442687747035573
"471",7356,22,6411,0,945,0,1.44444444444444,2.04070556309362,0.605156037991859,-1.72165363268684,0.502463054187192,6.92307692307692,0.502463054187192,0.769230769230769,0.535022776187456,1.53395367867152,0.0988878403725962,"N0.HOG0000574",0.355731225296443,0.355731225296443
"472",5703,22,4120,0,1582,1,1.75,2.24242424242424,0.719131614654003,-1.58637286670215,1.72413793103448,4.17948717948718,0.694581280788177,0.948717948717949,0.846677868144487,0.369795298652819,-1.18579402366519,"N0.HOG0000575",1.41501976284585,0.50197628458498
"473",2448,105,1902,0,546,0,1.38636363636364,3.49706015377657,0.468566259611036,-2.89172432085037,0.512315270935961,15.8461538461538,0.477832512315271,0.423076923076923,-0.213129183941244,0.0123654641046859,-2.38038537952985,"N0.HOG0000576",0.490118577075099,0.466403162055336
"474",5694,15,3906,0,1788,0,1.5,1.72320217096337,0.678878335594754,-1.32224128918123,1.19704433497537,3.20512820512821,0.605911330049261,0.948717948717949,0.252342140610775,1.34729901496673,-0.967416895767556,"N0.HOG0000577",0.893280632411067,0.466403162055336
"475",6456,40,4728,0,1728,0,1,4.85029398462234,0.795567616463139,-1.37885393626798,5.06896551724138,5.43589743589744,0.773399014778325,0.961538461538462,-1.07117665975111,-0.729909083764981,-0.844482000672328,"N0.HOG0000578",3.04347826086957,0.513833992094862
"476",3051,17,1224,0,1827,0,0.888888888888889,1.4572591587517,0.725011307100859,-1.76349465953508,1.13300492610837,2.28205128205128,0.610837438423645,0.858974358974359,1.08870570993043,1.14809992055666,-2.05046499835388,"N0.HOG0000579",0.806324110671937,0.403162055335968
"477",3545,15,3092,0,452,1,4,4.23428312980552,0.735866123925825,1.01837943286912,3.76847290640394,4.43589743589744,0.746305418719212,0.782051282051282,1.58831493676688,0.191909028499116,0.600701350853516,"N0.HOG0000580",4.36363636363636,0.683794466403162
"478",2934,28,1415,0,1519,0,1.8,4.27925407925408,0.71981351981352,-0.867103494053691,4.13793103448276,5.07692307692308,0.731527093596059,0.948717948717949,-0.563032096758629,1.54757114053469,-1.07219196230386,"N0.HOG0000581",1.81818181818182,0.255411255411255
"479",3400,19,2449,0,951,0,1.71428571428571,3.22890442890443,0.786480186480186,-0.581064185507909,3.19704433497537,1.39393939393939,0.820197044334975,0.818181818181818,-0.326896421579734,0.815446764205967,-0.582784417188607,"N0.HOG0000582",3.19367588932806,0.608695652173913
"480",1539,19,789,0,750,0,0.9,3.74219114219114,0.804662004662005,-0.190323202754335,3.11330049261084,4.12121212121212,0.684729064039409,0.954545454545455,1.85205024076995,1.12273462074579,-0.731168451837511,"N0.HOG0000583",4.19762845849802,0.75098814229249
"481",1976,91,639,0,1335,2,1.75757575757576,10.2745920745921,0.705361305361305,-1.5858333083561,4.00985221674877,33.469696969697,0.630541871921182,0.863636363636364,2.35220102408542,2.34793048110956,0.631143435161372,"N0.HOG0000584",3.73913043478261,0.565217391304348
"482",2804,26,1727,0,1077,0,1.88888888888889,2.54685314685315,0.820979020979021,-1.68474352588112,2.20197044334975,4.5,0.82512315270936,0.893939393939394,-0.0393711743611833,0.247840572575195,-1.40792191958336,"N0.HOG0000585",1.60474308300395,0.652173913043478
"483",3138,4,2934,0,203,1,0,1.34032634032634,0.676456876456876,1.27363939522847,1.26984126984127,1.22727272727273,0.677248677248677,0.681818181818182,0.277137153209497,1.55353743179696,0.772198790643038,"N0.HOG0000586",0.901185770750988,0.537549407114625
"484",4519,55,2052,0,2466,1,3.58333333333333,12.0895104895105,0.706759906759907,0.154542722411501,6.14021164021164,20.4358974358974,0.645502645502645,0.948717948717949,0.349615460349139,-1.24588460036619,1.09120561423379,"N0.HOG0000587",10.6403162055336,0.513833992094862
"485",1448,29,518,0,929,1,2.625,3.66806526806527,0.850815850815851,-1.27029133672713,2.98029556650246,5.22727272727273,0.815270935960591,0.954545454545455,-1.29408083461635,0.940974795307205,-1.64209851285383,"N0.HOG0000588",2.77470355731225,0.731225296442688
"486",5878,97,3621,0,2256,1,1.20454545454545,24.7655011655012,0.91981351981352,0.738999069213823,27.6108374384236,24.9545454545455,0.827586206896552,0.984848484848485,-0.544361191658618,1.77201366953403,0.216180081890562,"N0.HOG0000589",19.1778656126482,0.861660079051383
"487",3800,45,2344,0,1456,0,0.956521739130435,2.48671328671329,0.447086247086247,-2.4383543810143,0.275862068965517,7.59090909090909,0.135467980295567,0.984848484848485,-1.73125886728703,-1.8894620666716,-2.07249005733355,"N0.HOG0000590",0.260869565217391,0.0869565217391304
"488",3754,63,2242,0,1512,0,1.86363636363636,10.3184149184149,0.832167832167832,-0.744060777116063,6.05911330049261,10.6818181818182,0.770935960591133,0.96969696969697,2.71550156468347,-0.751958738449097,-2.17448079929739,"N0.HOG0000591",12.1264822134387,0.699604743083004
"489",4396,301,3731,0,661,4,1.07586206896552,18.2811188811189,0.565501165501165,-2.50041991586185,0.620689655172414,50,0.566502463054187,0.575757575757576,-2.73944342031371,0.452778398876361,-2.33987148091342,"N0.HOG0000592",26.1739130434783,0.438735177865613
"490",3525,1055,647,0,2855,23,1.06862745098039,67.2400932400932,0.865268065268065,-2.4704661057683,6.24630541871921,176.227272727273,0.761083743842365,0.939393939393939,-2.7056654725887,0.592566603464097,-2.30444814769133,"N0.HOG0000593",95.0513833992095,0.841897233201581
"491",1504,18,649,0,855,0,3.5,2.46340326340326,0.79020979020979,-1.05175217750801,1.97536945812808,3.57575757575758,0.714285714285714,0.96969696969697,1.65490737019669,0.843022461633284,-0.975686314759061,"N0.HOG0000594",1.73122529644269,0.608695652173913
"492",1686,7,987,0,699,0,2.5,0.820979020979021,0.63030303030303,-1.10990463551019,0.694581280788177,1.07575757575758,0.605911330049261,0.636363636363636,1.12125158227722,0.753059945311594,-1.29119493732346,"N0.HOG0000595",0.814229249011858,0.608695652173913
"493",3103,90,1290,0,1809,4,1.19512195121951,10.4219114219114,0.735198135198135,-1.53805000637818,12.192118226601,11.7121212121212,0.701970443349754,0.96969696969697,-0.417737367045382,-1.12349669680301,-0.0794819576428177,"N0.HOG0000596",6.50592885375494,0.517786561264822
"494",3950,85,1903,0,2046,1,1.65625,18.3589743589744,0.706293706293706,0.0955511118545698,20.9162561576355,24.0606060606061,0.694581280788177,0.893939393939394,1.33078739401541,0.535932350007835,0.108290466867752,"N0.HOG0000597",10.9723320158103,0.569169960474308
"495",1578,9,807,0,770,1,3.5,0.88018648018648,0.58974358974359,-1.42457606247996,0.935960591133005,0.939393939393939,0.554187192118227,0.560606060606061,0.834316376257905,-0.728969189711011,-1.02270609899758,"N0.HOG0000598",0.403162055335968,0.403162055335968
"496",3950,2,3946,0,4,0,Inf,0.380885780885781,0.368764568764569,-0.15667826513422,0.295566502463054,0.866666666666667,0.295566502463054,0.733333333333333,0.726749442472528,0.253342838599293,-0.0500173782536688,"N0.HOG0000599",0.370114942528736,0.370114942528736
"497",2618,114,1930,0,686,2,1.59090909090909,42.8694638694639,0.732400932400932,2.72679902760365,43.0147783251232,35.6666666666667,0.706896551724138,0.757575757575758,1.91302878809258,3.77642330268432,-0.055281151130324,"N0.HOG0000600",33.296442687747,0.438735177865613
"498",2188,31,1561,0,627,0,2.1,8.71655011655012,0.632634032634033,1.0862608281776,8.48275862068966,6.27272727272727,0.583743842364532,0.757575757575758,1.754461556923,2.62785950405232,-1.33522798528803,"N0.HOG0000601",6.45059288537549,0.403162055335968
"499",3871,21,1950,0,1921,0,1.625,4.4965034965035,0.812121212121212,0.0586617521762365,4.13300492610837,4.74242424242424,0.687192118226601,0.939393939393939,0.983479210527835,1.15890044194004,-0.683677975841311,"N0.HOG0000602",4.17391304347826,0.762845849802372
"500",2736,30,1154,0,1582,0,1.5,4.15524475524476,0.847086247086247,-1.09122785530232,4.75369458128079,4.79487179487179,0.886699507389163,0.987179487179487,-0.231051424587627,-0.536210600259645,-1.25110693215721,"N0.HOG0000603",2.2987012987013,0.502164502164502
"501",3150,89,327,0,2823,0,1.54285714285714,26.2013986013986,0.913286713286713,1.37384244463114,31.0394088669951,21.4545454545455,0.9064039408867,1,-0.443276581385353,2.38235718870236,-0.785924207597971,"N0.HOG0000604",16.1185770750988,0.818181818181818
"502",2772,33,0,0,2772,0,2.66666666666667,9.43822843822844,0.814918414918415,1.1666213830556,9.08866995073892,11.2727272727273,0.783251231527094,0.909090909090909,2.23516190501715,1.96238078955716,0.780876452334865,"N0.HOG0000605",9.54940711462451,0.794466403162055
"503",1218,50,709,0,495,14,1.5,3.16596736596737,0.593473193473193,-2.32725463764282,0.886699507389163,12.5606060606061,0.443349753694581,0.893939393939394,1.86980664625343,1.5337919660432,-1.10775174038926,"N0.HOG0000606",0.99604743083004,0.49802371541502
"504",2961,24,81,0,2880,0,2.42857142857143,1.58601398601399,0.555244755244755,-2.14453002221543,0.339901477832512,4.51282051282051,0.317733990147783,0.987179487179487,-1.82092966906812,-1.72653917395617,-1.12043427099586,"N0.HOG0000607",0.513833992094862,0.391304347826087
"505",3000,21,159,0,2841,0,1.625,2.77062937062937,0.683916083916084,-1.14564609615427,2.27093596059113,5.30769230769231,0.613300492610837,0.961538461538462,1.35182130692712,1.39976030043383,-0.567221063310256,"N0.HOG0000608",1.61264822134387,0.403162055335968
"506",2737,19,1258,0,1479,0,1.375,2.52400932400932,0.854545454545454,-1.11766760596513,2.13793103448276,3.10606060606061,0.827586206896552,0.893939393939394,-0.370229350777776,-0.210170765803814,-1.40794460004651,"N0.HOG0000609",2.16600790513834,0.758893280632411
"507",4499,32,3064,0,1435,0,1,5.18974358974359,0.730536130536131,-0.734880458253704,4.81773399014778,6.43939393939394,0.679802955665025,0.984848484848485,-1.17822053865327,-0.755597681220476,-0.989759615669394,"N0.HOG0000610",3.10671936758893,0.509881422924901
"508",3675,354,2847,0,729,99,1.10714285714286,132.814918414918,0.852680652680653,2.76771957032686,139.234408602151,130.030303030303,0.860215053763441,0.924242424242424,1.8771640209936,2.69331335521399,1.03438406589758,"N0.HOG0000611",137.838095238095,0.819047619047619
"509",5055,34,2948,0,2104,3,1.61538461538462,6.42237762237762,0.838694638694639,-0.327087433490981,5.70935960591133,9.51515151515152,0.770935960591133,0.96969696969697,0.782758414189074,1.67815863884695,-0.0411030554586951,"N0.HOG0000612",4.63241106719368,0.770750988142292
"510",3128,11,2822,0,306,0,4.5,1.78508158508159,0.684382284382284,-0.632488879306637,1.31034482758621,2.58974358974359,0.591133004926108,0.884615384615385,1.16669627763534,0.0803367529076624,-0.784402207170485,"N0.HOG0000613",0.831168831168831,0.415584415584416
"511",4404,340,3467,0,930,7,1.46376811594203,21.8625,0.641346153846154,-2.45139697594681,12.9211822660099,67.3454545454545,0.596059113300493,0.872727272727273,0.187235571757514,1.80633516578056,-1.95676200057944,"N0.HOG0000614",8.24505928853755,0.312252964426877
"512",2223,50,486,0,1737,0,1.63157894736842,7.25769230769231,0.800961538461539,-1.03925752787894,3.72413793103448,18.4393939393939,0.778325123152709,0.96969696969697,-0.458094578899738,1.06858343888723,0.963688270735729,"N0.HOG0000615",2.86147186147186,0.476190476190476
"513",2871,47,622,0,2249,0,1.9375,2.52115384615385,0.651442307692308,-2.47835756493551,1.83862433862434,7.12121212121212,0.64021164021164,0.939393939393939,-1.33554178739647,-0.915160560676637,-1.97320314298339,"N0.HOG0000616",0.561264822134387,0.438735177865613
"514",3644,130,2219,0,1425,0,1.36363636363636,6.83461538461538,0.63125,-2.60547278054584,11.7980295566502,4.72727272727273,0.687192118226601,0.890909090909091,-1.76365690103021,-2.28724615879762,-0.600046795455173,"N0.HOG0000617",1.59683794466403,0.320158102766798
"515",3253,7,2692,0,561,0,6,0.954807692307692,0.651442307692308,-0.889016480709906,0.783251231527094,1.52727272727273,0.647783251231527,0.6,0.502880007688176,1.11339780103387,-1.00729754047891,"N0.HOG0000618",0.66403162055336,0.553359683794466
"516",3907,441,1980,0,1916,11,1.03225806451613,176,0.742788461538462,3.15816589984637,173.23645320197,231.672727272727,0.74384236453202,0.909090909090909,-0.511727315867306,2.38281708061525,2.731826273752,"N0.HOG0000619",99.2490118577075,0.49802371541502
"517",2739,52,498,0,2241,0,1.73684210526316,15.0230769230769,0.775,1.23952464329544,14.935960591133,16.6181818181818,0.736453201970443,0.945454545454545,0.920234696921534,2.31701327220342,0.746360765179028,"N0.HOG0000620",12.4189723320158,0.600790513833992
"518",3107,320,1467,0,1638,2,1.99065420560748,20.9,0.668269230769231,-2.43294359655405,22.448275862069,61.8909090909091,0.657635467980296,0.963636363636364,0.277137153209497,-2.78192734772181,-2.08168812510987,"N0.HOG0000621",0.901185770750988,0.300395256916996
"519",3798,21,2155,0,1643,0,20,3.09134615384615,0.673076923076923,-0.930826801044913,2.30541871921182,4.72727272727273,0.583743842364532,0.963636363636364,0.0213642834845405,0.403338979023455,-1.22470409545851,"N0.HOG0000622",2.18181818181818,0.422924901185771
"520",1542,28,1185,0,356,1,3,9.41538461538462,0.734134615384615,1.89684973068399,9.40394088669951,9.72727272727273,0.753694581280788,0.954545454545455,1.17189427101879,2.67401749251532,0.77970964294339,"N0.HOG0000623",6.51082251082251,0.385281385281385
"521",4699,66,121,0,4578,0,1.64,9.59807692307692,0.80625,-1.05073604665649,9.08262108262108,12.1282051282051,0.672364672364672,0.935897435897436,2.31428993665199,-0.770959882007194,-1.41820820053351,"N0.HOG0000624",7.97628458498024,0.719367588932806
"522",3126,10,2463,0,663,0,2.33333333333333,2.89134615384615,0.611538461538462,1.01541261383889,2.94581280788177,2.90909090909091,0.677339901477833,0.6,0.0331959420662708,1.3659481617984,0.881521428096737,"N0.HOG0000625",2.1897233201581,0.383399209486166
"523",2862,5,2138,0,724,0,Inf,0.325961538461538,0.305769230769231,-1.5882542590371,0.266009852216749,0.872727272727273,0.25615763546798,0.709090909090909,-1.16097429087842,-0.988573024012757,-1.32167074819559,"N0.HOG0000626",0.0869565217391304,0.0869565217391304
"524",3846,110,2482,0,1361,3,1.39130434782609,7.55192307692308,0.868269230769231,-2.32987369846523,5.23152709359606,19.2,0.82512315270936,0.945454545454545,-0.620010246246086,-0.0763552111139882,-2.01296474469462,"N0.HOG0000628",4.50592885375494,0.774703557312253
"525",3121,300,1942,0,1170,9,0.935483870967742,20.5882936507936,0.717261904761905,-2.38356333811144,3.19211822660099,51.2575757575758,0.625615763546798,0.96969696969697,1.63332664742849,1.73618246286568,-2.24722455502058,"N0.HOG0000629",2.14285714285714,0.428571428571429
"526",3012,48,2479,0,532,1,1.52631578947368,5.95096153846154,0.743269230769231,-1.37099666428383,5.45868945868946,12.043956043956,0.723646723646724,0.945054945054945,0.270693451356848,-0.695155845618896,-0.884921003551045,"N0.HOG0000630",0.909090909090909,0.497835497835498
"527",2808,682,1108,0,1595,105,1.31186440677966,218.392307692308,0.749519230769231,1.84042829005319,215.870967741935,311.355555555556,0.681720430107527,0.911111111111111,0.0372819007799143,2.69510267899556,1.47126185857462,"N0.HOG0000631",185.652173913043,0.74703557312253
"528",3131,56,1502,0,1628,1,1.54545454545455,16.9413461538462,0.811538461538462,1.46186017270875,17.1576354679803,18,0.817733990147783,0.927272727272727,0.0701513168677228,1.85487389109311,0.463967547453418,"N0.HOG0000632",12.6877470355731,0.628458498023715
"529",3308,31,3115,0,191,2,1.06666666666667,10.9652777777778,0.559027777777778,2.16862645714613,11.5566502463054,11.3090909090909,0.603448275862069,0.563636363636364,0.830168144585703,1.69113530743523,0.482577632856634,"N0.HOG0000633",10.1238095238095,0.495238095238095
"530",3570,47,1266,0,2303,1,0.678571428571429,2.47788461538462,0.784134615384615,-2.49287582965616,1.31527093596059,8.25454545454545,0.738916256157635,0.909090909090909,0.260711479156638,-0.40035871168794,-2.05759729507217,"N0.HOG0000634",1.18577075098814,0.731225296442688
"531",2975,28,2379,0,595,1,2.11111111111111,7.56346153846154,0.823557692307692,0.896917150274409,7.94708994708995,7.28205128205128,0.817460317460317,0.833333333333333,-0.0554351542435321,1.23368964727819,1.0838542162859,"N0.HOG0000635",6.21645021645022,0.783549783549784
"532",2685,60,1320,0,1364,1,1.60869565217391,20.8394230769231,0.577403846153846,2.18395254618626,18.2010582010582,15.4090909090909,0.423280423280423,0.833333333333333,-0.48439094345036,2.4227261244895,-0.77836580984384,"N0.HOG0000636",10.197628458498,0.237154150197628
"533",3503,14,2781,0,722,0,3.66666666666667,1.14615384615385,0.715865384615385,-1.77921281316052,0.960591133004926,1.92727272727273,0.669950738916256,0.8,-0.143403271869465,-1.37351660069088,-1.56663489415302,"N0.HOG0000637",1.02766798418972,0.739130434782609
"534",3050,31,1601,0,1449,0,2.875,6.00096153846154,0.793269230769231,-0.262868023289204,5.08730158730159,7.40909090909091,0.740740740740741,0.984848484848485,-0.19669577935437,1.75216483626431,-0.467888497921845,"N0.HOG0000638",4.35573122529644,0.569169960474308
"535",4523,765,2756,0,1543,224,1.31117824773414,180.603670634921,0.819940476190476,0.413106344472342,177.118226600985,245.563636363636,0.795566502463054,0.927272727272727,0.543048997218397,1.3544203705279,0.333559471009879,"N0.HOG0000639",111.220779220779,0.636363636363636
"536",3009,34,1350,0,1659,0,1.61538461538462,4.97867063492064,0.767361111111111,-1.00020683226022,4.63492063492063,7.05128205128205,0.724867724867725,0.948717948717949,0.118477375801104,-0.89298497402764,-0.541570589582404,"N0.HOG0000640",4.3047619047619,0.657142857142857
"537",1377,30,405,0,971,1,2.33333333333333,5.0109126984127,0.698412698412698,-0.675910125945866,3.67521367521368,9.42424242424242,0.572649572649573,0.954545454545455,-0.559198002531566,1.8278901946971,0.422487402849566,"N0.HOG0000642",3.19367588932806,0.612648221343874
"538",5196,55,2526,0,2670,0,1.2,10.7713293650794,0.857142857142857,-0.248837683347607,8.89162561576355,10.469696969697,0.75615763546798,0.96969696969697,1.5473249199645,-0.299518658511989,-0.0539809720964529,"N0.HOG0000643",12.047619047619,0.828571428571429
"539",3547,112,1147,0,2398,2,2.86206896551724,12.8551587301587,0.546626984126984,-1.58366786817167,10.9353846153846,28.7435897435897,0.52,0.858974358974359,-2.6757944239312,-1.7218912479508,-0.450728040436603,"N0.HOG0000644",6.3399209486166,0.320158102766798
"540",1885,9,705,0,1180,0,2,1.84920634920635,0.71577380952381,-0.0763379221648464,1.91625615763547,1.86666666666667,0.697044334975369,0.955555555555556,1.36811770755329,1.39013452846157,-1.04030025336037,"N0.HOG0000645",1.24901185770751,0.466403162055336
"541",3276,16,1476,0,1800,0,4.33333333333333,2.53456221198157,0.628776241679467,-0.756877914385343,2.01230769230769,3.6969696969697,0.516923076923077,0.984848484848485,-0.280256134167855,-0.126202554059361,-0.598097751869119,"N0.HOG0000647",1.22529644268775,0.312252964426877
"542",2841,69,951,0,1889,1,2.45,12.4034818228367,0.56221198156682,-0.521054758894664,7.84615384615385,26.2181818181818,0.467236467236467,0.963636363636364,-2.17729492210216,-1.54653827977143,0.53760863861073,"N0.HOG0000648",7.27272727272727,0.320158102766798
"543",7410,32,6518,0,892,0,3.57142857142857,8.73323092677931,0.793650793650794,0.927131449789304,8.01587301587302,12.1454545454545,0.772486772486772,0.890909090909091,1.00223160635761,1.07717266886456,0.51904404524549,"N0.HOG0000649",8.24505928853755,0.588932806324111
"544",2860,443,669,0,2154,37,1.40760869565217,91.9645690111052,0.855631940772078,-0.0891236340531907,70.515873015873,113.454545454545,0.793650793650794,1,-0.240040426742857,2.62645745789006,-1.08387439248029,"N0.HOG0000650",98.1809523809524,0.780952380952381
"545",2954,28,1557,0,1396,1,1.8,4.55504352278546,0.735279057859703,-0.746923418484068,4.64,4.45454545454545,0.723076923076923,0.863636363636364,-1.23132090800105,0.910806104550107,-0.687533742604798,"N0.HOG0000651",2.28458498023715,0.383399209486166
"546",10556,486,8382,0,2144,30,1.37073170731707,23.988365943945,0.646747752511898,-2.73178468822508,23.5862068965517,5.25,0.583743842364532,0.857142857142857,-0.53334440935084,-2.65835838982547,0.238578049052696,"N0.HOG0000652",2.75098814229249,0.320158102766798
"547",2880,13,519,0,2361,0,12,1.70967741935484,0.439450026441036,-1.10653556160474,1.18226600985222,3.60714285714286,0.295566502463054,0.964285714285714,-1.0728671992295,0.416523491762205,-0.320386710582929,"N0.HOG0000653",0.66403162055336,0.16600790513834
"548",3115,22,1421,0,1694,0,2.14285714285714,3.47213114754098,0.86448087431694,-0.81854914984833,3.79310344827586,3.74545454545455,0.817733990147783,0.927272727272727,-0.620606074626643,0.215129155298334,-0.0116111386047876,"N0.HOG0000654",2.11695906432749,0.760233918128655
"549",2773,21,2033,0,740,0,1.625,4.89289617486339,0.814754098360656,0.281442340591813,5.24216524216524,2.89393939393939,0.831908831908832,0.878787878787879,0.91541659573053,1.19487998402427,-1.14147661261212,"N0.HOG0000655",4.99415204678363,0.625730994152047
"550",4285,20,3583,0,702,0,3,1.57704918032787,0.540437158469945,-1.95271756452363,1.5042735042735,2.62222222222222,0.444444444444444,0.933333333333333,-1.87988565491882,-0.520581247573052,-0.769600860052711,"N0.HOG0000656",0.792207792207792,0.333333333333333
"551",907,39,742,0,164,1,0.857142857142857,1.59562841530055,0.389617486338798,-2.67439704640469,0.16600790513834,5.89010989010989,0.16600790513834,0.681318681318681,-0.603097401732055,-0.662151624094342,-2.2006588475762,"N0.HOG0000657",0.402597402597403,0.385281385281385
"552",1525,30,656,0,869,0,2.75,2.33989071038251,0.732786885245902,-2.05467943475406,1.52307692307692,6.64444444444444,0.673846153846154,0.911111111111111,0.921807480776283,1.21025312393004,-1.57337652662198,"N0.HOG0000658",1.10671936758893,0.608695652173913
"553",2930,5,2179,0,751,0,1.5,1.22146892655367,0.637853107344633,0.325059017547848,1.33990147783251,1.03571428571429,0.677339901477833,0.75,-0.823617560551745,0.817564458446345,-0.431420109534337,"N0.HOG0000659",0.79047619047619,0.266666666666667
"554",1806,4,1410,0,396,0,Inf,0.133333333333333,0.0983050847457627,-1.84367288676455,0,0.666666666666667,0,0.416666666666667,-1.16097429087842,NA,-1.51296604802559,"N0.HOG0000660",0.0869565217391304,0.0869565217391304
"555",1400,15,163,0,1237,0,1.14285714285714,2.21299435028249,0.673446327683616,-0.929298077555674,1.85714285714286,3.42857142857143,0.603448275862069,0.964285714285714,0.0296317735023167,0.620327326113065,-0.549595177160784,"N0.HOG0000661",1.38528138528139,0.45021645021645
"556",3309,12,2790,0,519,0,0.714285714285714,2.16158192090395,0.795480225988701,-0.458923146105907,2.03174603174603,2.46428571428571,0.716931216931217,0.892857142857143,0.630273932713415,1.61468131969363,-0.973491879906551,"N0.HOG0000662",1.9604743083004,0.810276679841897
"557",3990,22,3610,0,380,0,0.692307692307692,2.43950905902981,0.378141437755698,-1.52536406973596,0.142450142450142,10.8928571428571,0.142450142450142,0.928571428571429,0.535022776187456,-0.728040430480026,1.48471397737896,"N0.HOG0000663",0.355731225296443,0.355731225296443
"558",1785,86,1339,0,439,7,0.954545454545455,11.1984271022384,0.46400483968542,-1.37957660755986,14.2792022792023,11.5,0.521367521367521,0.5,1.49135108777312,-1.3939832071035,-0.857084703151769,"N0.HOG0000664",8.86153846153846,0.369230769230769
"559",2824,22,2775,0,49,0,1.2,2.15288220551378,0.639097744360902,-1.73523679884182,2.19384615384615,3.78021978021978,0.544615384615385,0.89010989010989,-0.272556642639211,-1.9950627160769,-1.90926424907121,"N0.HOG0000665",0.838095238095238,0.533333333333333
"560",2811,105,1557,0,1251,3,1.625,7.22681704260652,0.630952380952381,-2.39139137173591,5.14461538461538,6.03571428571429,0.689230769230769,1,-2.25630952383937,2.1416547297129,-0.675809653736445,"N0.HOG0000666",1,0.1
"561",5430,607,3344,0,2068,18,1.40873015873016,58.3809523809524,0.662907268170426,-1.99996387357257,19.6430769230769,129.844444444444,0.516923076923077,0.933333333333333,-2.35212025652799,3.6649817133041,-1.93366493817507,"N0.HOG0000667",70.9047619047619,0.528571428571429
"562",5107,12,4915,0,192,0,1.4,0.819548872180451,0.315789473684211,-1.98150613739903,0.0740740740740741,2.95454545454545,0.0740740740740741,0.681818181818182,-1.03789255052357,-1.15354321549313,-1.07740478237909,"N0.HOG0000668",0.358333333333333,0.341666666666667
"563",2814,140,2366,0,447,1,1.59259259259259,6.50649350649351,0.611688311688312,-2.78216261015071,13.098814229249,2.13333333333333,0.596837944664032,0.777777777777778,0.0635162696452673,-2.62463354417602,-1.05964614836669,"N0.HOG0000669",1.41904761904762,0.338095238095238
"564",3532,9,2763,0,769,0,1.25,1.24480519480519,0.61038961038961,-0.99986334028899,1.04,1.78181818181818,0.53,0.763636363636364,1.94857159061772,0.767399990720846,-1.43831456541732,"N0.HOG0000670",1.04575163398693,0.522875816993464
"565",3676,70,2624,0,1052,0,2.5,5.05324675324675,0.875974025974026,-2.3121551081802,3.03623188405797,14.7777777777778,0.865942028985507,0.955555555555556,-0.456140104310323,-0.443479016610784,-1.85050698609974,"N0.HOG0000671",2.95263157894737,0.826315789473684
"566",3297,508,1514,0,1777,6,1.30909090909091,191.457239057239,0.713131313131313,2.61122388407234,123.61038961039,231.177777777778,0.588744588744589,0.933333333333333,3.06588808471689,-0.405591773974177,1.5431814360104,"N0.HOG0000672",237.675324675325,0.606060606060606
"567",4081,39,3969,0,112,0,1.4375,2.74882154882155,0.0720538720538721,-2.27188410814986,0,0,0,0,-2.63966648244543,NA,NA,"N0.HOG0000673",3.25,0.0833333333333333
